page_name,user_name,facebook_id,page_category,page_admin_top_country,page_description,page_created,likes_at_posting,followers_at_posting,post_created,post_created_date,post_created_time,type,total_interactions,likes,comments,shares,love,wow,haha,sad,angry,care,video_share_status,is_video_owner,post_views,total_views,total_views_for_all_crossposts,video_length,url,message,link,final_link,image_text,link_text,description,sponsor_id,sponsor_name,sponsor_category,overperforming_score_weighted_likes_1x_shares_1x_comments_1x_love_1x_wow_1x_haha_1x_sad_1x_angry_1x_care_1x,group_name,date_r
Heather Cox Richardson,heathercoxrichardson,100044557238708,AUTHOR,US,Heather Cox Richardson is a political historian who uses facts and history to put the news in context,2013-04-11T18:02:29Z,990173,1446686,2021-06-24T01:28:54Z,2021-06-24,01:28:54,Status,71038,46661,2711,17715,532,580,16,1464,1130,229,NA,-,0,0,0,N/A,https://www.facebook.com/100044557238708/posts/342356433926262,"June 23, 2021 (Wednesday) When voters elected Democrats to take charge of the national government in 2020—despite the efforts of some Trump supporters to stop that from happening—Republican lawmakers built on the anger the former president had whipped up among his supporters to impose a Trumpian vision on their states. They reworked election laws to solidify their hold on their state governments. According to the nonpartisan Voting Rights Lab, so far 18 states have put in place more than 30 laws restricting access to the ballot. These laws will affect around 36 million people, or about 15% of all eligible voters. In Georgia, a new law means that county election boards will no longer be bipartisan but will be appointed by Republicans; other states are similarly stripping power from Democrats to put Republicans in charge. In some cases, state governors appear to be jockeying to run for president in 2024 as the new “Trump” of the party. In Texas, Governor Greg Abbott has defunded the legislature to punish Democrats for leaving the session and thus keeping Republicans from passing an extreme elections bill, even though Republicans themselves later said they had not intended to pass all of the provisions in the bill. Abbott has recently announced that Texas will build its own border wall, trying to elevate the issue of immigration at a time when his own handling of two crises in Texas’s electrical grid have been attracting criticism. Not to be outdone, in Florida, Governor Ron DeSantis today signed a law requiring that public colleges and universities survey students, faculty, and staff about their beliefs in order to make sure the institutions support “intellectual diversity.” The law does not say what the state will do with the survey results, but sponsors—and DeSantis—suggested that the legislature might cut budgets for any schools found to be “indoctrinating” students. Without citing any evidence, Republican lawmakers have warned that there are “socialism factories” in the state universities. The law permits students to record lectures without the consent of the professor or other students to be used in legal cases against the school. Lawmakers in these Republican-dominated states are focusing on cultural issues, apparently trying to keep Trump voters, angry because they believe (falsely) that the former president won the 2020 election, fired up enough to continue to support Republicans. They have expanded the rights of gun owners, restricted abortion to the point it is virtually outlawed, targeted transgender athletes, and refused both coronavirus guidelines and federal unemployment benefits. But their biggest public relations angle has been the attack on Critical Race Theory, a theory conceived in the 1970s by legal scholars trying to understand why the civil rights legislation of the past twenty years had not eliminated racial inequality in America. They argued that general racial biases were baked into American law so that efforts to protect individuals from discrimination did not really get at the heart of the issue. While this theory focused on the law, it echoed the arguments historians have made—and proved—since the 1940s: our economy, education, housing, medical care, and so on, have developed with racial biases. This is not actually controversial among scholars. While CRT explicitly focuses on systems, not individuals, and while it is largely limited to legal theory classes rather than public schools, Republicans have turned this theory into the ideas that it attacks white Americans and that history teachers are indoctrinating schoolchildren to hate America. In the past three and half months, the Fox News Channel has talked about CRT nearly 1300 times. Republicans are open about their hopes that pushing cultural issues, especially CRT, will win them control of Congress in 2022. “This is the Tea Party to the 10th power,” Steve Bannon, Trump’s former adviser, said in an interview with Politico reporters Theodoric Meyer, Maggie Severns, and Meridith McGraw. “I look at this and say, ‘Hey, this is how we are going to win.’ I see 50 [House Republican] seats in 2022. Keep this up,” Bannon said. “I think you’re going to see a lot more emphasis from Trump on it and DeSantis and others. People who are serious in 2024 and beyond are going to focus on it.” But the extreme stances of the Trump Republicans are not going unchallenged. A new Monmouth poll shows that the numbers of Americans who believe that Biden won the election have not moved since November. Most Americans think continued agitation is an attempt to undermine the results of the election. In Arizona, as the so-called “audit” by the inexperienced Cyber Ninjas company hired by the Republican-dominated state senate has become embroiled in controversy—one of the theories investigated was that a Maricopa supervisor fed 165,000 chickens at his egg farm shredded ballots and then burned down the barn to kill them all—Republicans are (truncated)",NA,NA,NA,NA,NA,NA,NA,NA,-1.01,NA,2021-06-24T00:00:00Z
NA,conbanbenpage,223079524817722,HOME,VN,"Chuyện đi học, ăn chơi nhảy múa này nọ kia 

Liên hệ quảng cáo:
Website: http://vtcmedia.vn/
Mail: ads.vtcmedia@gmail.com",2017-01-09T10:13:43Z,1752652,1935269,2021-08-17T06:00:05Z,2021-08-17,06:00:05,Photo,70881,23132,28887,2981,142,65,7765,7842,19,48,NA,-,0,0,0,N/A,https://www.facebook.com/223079524817722/posts/1396316944160635,Pascal - Nỗi ám ảnh kinh hoàng 1 thời =)))) ---------- #Angel,https://www.facebook.com/conbanbenpage/photos/a.223539601438381/1396316804160649/?type=3,NA,"Học sinh giỏi môn hóa thì cũng ghê đó, nhưng thách bạn đạt điểm 8 môn này thời học sinh đấy Run Too1s options window He File Edit Search Compile Debug ang thanh program phuongtrinhbac2; uses crt a,b,c:integer; denta begin write nhap Ûrite nhap b: nhap denta:= if denta begin write phuong trinh co nghiem kep: CON BÀN BÊN ;readln(b) 3;eadln(c); then writeln( phuon trinh vo nghiem'); then ); then end denta begin writeln( phuon trịnh co 2 nghiem phan biet: ); (denta) *a); :=(-b-sgrt (den_ 21:17 Help F2 Save F3 Open Alt+F9 Compile F9 Make Alt+F10 Loca menu",NA,NA,NA,NA,NA,46.33,Con bàn bên,2021-08-17T00:00:00Z
NA,terrencekwilliams,569022853258776,COMEDIAN,US,Get my Cousin T’s Pancakes at www.Cousints.com,2016-07-11T19:28:13Z,1524780,3438962,2021-06-27T18:38:30Z,2021-06-27,18:38:30,Native Video,70774,25723,14137,10258,1179,1881,9275,521,7675,125,owned,Yes,484569,532559,0,00:05:05,https://www.facebook.com/569022853258776/posts/1906580139503034,She is mad she cant teach critical race theory and she calls herself the Anti-Racist Teacher and more,https://www.facebook.com/terrencekwilliams/videos/228063078962901/,NA,NA,She is mad she cant teach critical race theory and she calls herself the Anti-Racist Teacher,NA,NA,NA,NA,2.61,Terrence K Williams,2021-06-28T00:00:00Z
Ben Shapiro,officialbenshapiro,100044139414360,NEWS_PERSONALITY,US,This is my official Facebook fan page. You can also follow me on twitter @benshapiro.,2011-05-18T03:31:56Z,6657273,8219974,2021-09-08T15:02:03Z,2021-09-08,15:02:03,Link,70522,59468,2034,2069,6690,34,50,6,9,162,NA,-,0,0,0,N/A,https://www.facebook.com/100044139414360/posts/477435153737794,Good on him.,https://www.dailywire.com/news/so-bad-and-so-insulting-larry-elder-would-support-banning-critical-race-theory-in-californias-public-schools?utm_source=facebook&utm_medium=social&utm_campaign=benshapiro,NA,NA,‘So Bad And So Insulting’: Larry Elder Would Support Banning Critical Race Theory In California’s Public Schools,"— News and Commentary —‘So Bad And So Insulting’: Larry Elder Would Support Banning Critical Race Theory In California’s Public SchoolsBy Ian Haworth•Sep 8, 2021 DailyWire.com•FacebookTwitterMailIrfan Khan / Los Angeles Times via Getty Images During an interview with Fox News, Larry E...",NA,NA,NA,13.02,NA,2021-09-09T00:00:00Z
Kay Ivey,kayiveyforgov,100068892264474,POLITICIAN,US,I'm Kay Ivey and I'm running for re-election as Governor of the state of Alabama. Alabama is working,2021-05-19T18:24:29Z,38033,39393,2021-10-20T13:45:01Z,2021-10-20,13:45:01,Status,70280,23561,14436,18501,9937,155,2452,163,927,148,NA,-,0,0,0,N/A,https://www.facebook.com/105251911754539/posts/186967923582937,"We have permanently BANNED Critical Race Theory in Alabama. We’re focused on teaching our children how to read and write, not HATE.",NA,NA,NA,NA,NA,NA,NA,NA,1.21,NA,2021-10-21T00:00:00Z
NA,officialbenshapiro,100044139414360,NEWS_PERSONALITY,US,This is my official Facebook fan page. You can also follow me on twitter @benshapiro.,2011-05-18T03:31:56Z,6417435,7981895,2021-06-09T22:31:33Z,2021-06-09,22:31:33,Link,70230,46411,1321,15527,5251,1148,19,241,73,239,NA,-,0,0,0,N/A,https://www.facebook.com/100044139414360/posts/375253240622653,Incredible perspective.,https://www.dailywire.com/news/watch-survivor-of-maos-china-stuns-school-board-with-chilling-warning-about-critical-race-theory?utm_source=facebook&utm_medium=social&utm_campaign=benshapiro,NA,NA,WATCH: Survivor Of Mao’s China Stuns School Board With Chilling Warning About Critical Race Theory,A Chinese woman who suffered under the brutal Communist Chinese regime of Mao Tse-Tung vehemently denounced Loudoun County’s School board in Virginia for,NA,NA,NA,12.96,Ben Shapiro,2021-06-10T00:00:00Z
NA,SeanHannity,100047112765345,NEWS_PERSONALITY,US,"Sean Hannity hosts 'Hannity' on the Fox News Channel and 'The Sean Hannity Show,' the second most li",2008-08-22T20:48:35Z,3791604,4390506,2021-06-11T08:38:02Z,2021-06-11,08:38:02,Native Video,69649,46432,1843,12467,8322,121,53,65,71,275,crosspost,Yes,344867,428010,549173,00:03:01,https://www.facebook.com/100047112765345/posts/336592247921198,Black Florida Parent: Critical Race Theory ‘Teaches Hate’ and Is ‘Racist’,https://www.facebook.com/SeanHannity/videos/496490958326765/,NA,NA,Black Florida Mom: Critical Race Theory ‘Teaches Hate’ and Is ‘Racist’,NA,NA,NA,NA,3.81,Sean Hannity,2021-06-11T00:00:00Z
Ben Shapiro,officialbenshapiro,100044139414360,NEWS_PERSONALITY,US,This is my official Facebook fan page. You can also follow me on twitter @benshapiro.,2011-05-18T03:31:56Z,5978965,7553870,2020-09-04T22:23:34Z,2020-09-04,22:23:34,Link,68831,52955,2020,4671,8778,85,105,1,15,201,NA,-,0,0,0,N/A,https://www.facebook.com/203805062990264/posts/4172590072778390,BREAKING NEWS.,https://www.dailywire.com/news/breaking-trump-bans-federal-money-from-funding-far-left-anti-american-critical-race-theory?utm_source=facebook&utm_medium=social&utm_campaign=benshapiro,NA,NA,BREAKING: Trump Bans Federal Money From Funding Far-Left Anti-American ‘Critical Race Theory’,"The Trump administration announced late on Friday that it was cracking down on “critical race theory,” a far-left anti-American ideology that promotes racial division, from being taught in federal agencies and paid for by federal money. The memo released by Russell Vought, Director of th...",NA,NA,NA,11.03,NA,2020-09-05T00:00:00Z
NA,FoxNews,15704546335,MEDIA_NEWS_COMPANY,US,"Welcome to the official Fox News Facebook page. Get breaking news, must see videos & exclusive interviews from the #1 name in news. foxnews.com/contact",2008-04-30T18:26:36Z,18719081,22572574,2021-06-10T11:25:06Z,2021-06-10,11:25:06,Photo,68683,47355,3446,14094,2375,305,385,227,320,176,NA,-,0,0,0,N/A,https://www.facebook.com/15704546335/posts/10160744274036336,A Virginia mom who endured Mao Zedong’s Cultural Revolution before immigrating to the U.S. ripped a Virginia school board at a public meeting Tuesday over its stubborn support of the controversial critical race theory. https://fxn.ws/3gbU5Xa,https://www.facebook.com/FoxNews/photos/a.184044921335/10160744271056336/?type=3,NA,"""This is indeed the American version of the Chinese Cultural Revolution. The critical race theory has its roots in cultural Marxism. It should have no place in our school."" -XI VAN FLEET, VIRGINIA MOM WHO SURVIVED MAOIST CHINA FOX FOX NEWS channel cha nne",NA,NA,NA,NA,NA,8.65,Fox News,2021-06-10T00:00:00Z
Ben Shapiro,officialbenshapiro,100044139414360,NEWS_PERSONALITY,US,This is my official Facebook fan page. You can also follow me on twitter @benshapiro.,2011-05-18T03:31:56Z,6717453,8275104,2021-10-20T20:16:34Z,2021-10-20,20:16:34,Link,68655,50460,2271,7354,8219,133,99,1,8,110,NA,-,0,0,0,N/A,https://www.facebook.com/100044139414360/posts/520129089468400,This is a must-watch. She hits the nail on the head.,https://www.dailywire.com/news/watch-condoleezza-rice-shreds-critical-race-theory-on-the-view?utm_source=facebook&utm_medium=social&utm_campaign=benshapiro,NA,NA,WATCH: Condoleezza Rice Shreds Critical Race Theory On ‘The View’,"— News —WATCH: Condoleezza Rice Shreds Critical Race Theory On ‘The View’By Daily Wire News•Oct 20, 2021 DailyWire.com•FacebookTwitterMailScott Halleran / Getty Images for KPMG Condoleezza Rice, a former Secretary of State and current Director of the Hoover Institution, slammed Critical...",NA,NA,NA,13.45,NA,2021-10-21T00:00:00Z
NA,heathercoxrichardson,100044557238708,AUTHOR,US,Heather Cox Richardson is a political historian who uses facts and history to put the news in context,2013-04-11T18:02:29Z,988554,1445216,2021-06-17T01:34:07Z,2021-06-17,01:34:07,Status,68242,51434,1924,12741,1847,59,24,1,1,211,NA,-,0,0,0,N/A,https://www.facebook.com/100044557238708/posts/337693887725850,"June 16, 2021 (Wednesday) The big story today is the meeting between President Joe Biden and Russian President Vladimir Putin in Geneva, Switzerland. The event was carefully choreographed and left neither of them humiliated the way former president Trump was on July 16, 2018 in Helsinki, Finland, where he took Putin’s word over that of U.S. intelligence about Russian interference in the 2016 election (Trump’s Russia advisor Fiona Hill said recently she was so appalled during the joint press conference with Trump and Putin she thought about faking a medical emergency to interrupt it). Biden refused a joint press conference, unwilling to give Putin a platform next to the U.S. president. (Critics note that even shaking Putin’s hand was a public relations victory for the Russian president before his country’s September elections.) Biden’s goal was not to try to push Putin into that ubiquitous “reset” we’ve heard about since the administration of President George W. Bush; it was about establishing some rules of the road to promote stability going forward. “This is not about trust. This is about self-interest,” Biden said. He warned Putin that the U.S. will no longer permit cyberattacks on critical infrastructure from either the Russian government or the hackers it shelters, and that it will respond to any further attacks on our democracy. ""I made it clear that we will not tolerate attempts to violate our democratic sovereignty or destabilize our democratic elections, and we would respond,"" Biden said. He also made it clear that the U.S. will defend human rights. The two men began to talk about the issues involved as climate change opens sea lanes through the previously frozen Arctic Ocean. Neither side expected any agreements to come from the meeting, but it was more productive than the initial low bar predicted. The two sides agreed to return their ambassadors to each other’s country and agreed to resume talks on nuclear weapons. “There has been no hostility,” Putin told reporters. “On the contrary, our meeting took place in a constructive spirit.” “We don’t have to look each other in the eye and soul and make pledges of eternal love and friendship,” Putin said. “We defend the interests of our countries and peoples, and our relations always have [a] primarily pragmatic character.” ""I told President Putin my agenda is not against Russia or anyone else, it's for the American people,"" Biden said. ""I made it clear to President Putin that we'll continue to raise issues of fundamental human rights because that's who we are."" Skeptics note that this meeting took place while Putin holds his chief political opponent, Alexei Navalny, in prison on trumped-up charges and just after his government outlawed Navalny’s three political organizations. Since hackers based in Russia just recently shut down a major U.S. oil pipeline, Putin’s people might interpret Biden’s willingness to meet with him as acceptance of that behavior. But Biden thought a face to face meeting would be productive. ""We'll find out within the next six months to a year whether or not we actually have a strategic dialogue that matters,” Biden said. ""I did what I came to do."" What Biden accomplished in the past ten days was crucial. He reestablished friendly footing and cooperation between the U.S. and our allies at the G7 meeting and shored up the North Atlantic Treaty Organization, bringing the U.S. back into a leadership role there. He worked with the European Union on trade, extending the suspension of some of Trump’s tariffs and resolving a 17-year-old dispute over aircraft subsidies. The U.S. and its allies pledged to supply vaccines to countries that don’t have them, combat climate change, create good jobs, empower women and girls, stand together against Russian aggression, and cooperate in the face of Chinese growth. Each public statement they released used Biden’s motto: “Build Back Better.” What President Biden really did was to rally our allies behind a defense of democracy. Yesterday, the U.S. and the E.U. issued a statement saying that they are “an anchor for democracy, peace, and security around the world,” and declared their commitment to protecting democratic governments. “We reject authoritarianism in all its forms around the globe, resisting autocrats’ efforts to create an environment that protects their rule and serves their interests, while undermining liberal democracies.” Here at home, there was news, today too. The House passed legislation making a federal holiday of June 19th, known as Juneteenth, the day in 1865 that enslaved Americans in Galveston, Texas, heard an army officer confirm that they were free. Forty-eight states currently celebrate the day in some form. Fourteen Republicans voted against the measure; one suggested he feared it would introduce Critical Race Theory into schools. The Senate passed the bill unanimously on Tuesday. It will now go to President Biden for his signature.",NA,NA,NA,NA,NA,NA,NA,NA,-1.07,Heather Cox Richardson,2021-06-17T00:00:00Z
