Page Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Overperforming Score (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x )
Pike County Public Schools,PikeGASD,1.18662E+14,PUBLIC_SCHOOL,US,Developing Creative Problem-Solvers Ready for College and Career  ,2/27/12 20:38,6230,6490,2021-10-31 14:30:48 EDT,10/31/21,14:30:48,Link,53,36,0,4,13,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/118662004928591/posts/4391870457607703,"It has come to the School District’s attention that someone is falsely and shamelessly accusing the school district of engaging in social emotional learning as a vehicle for critical race theory. Do not buy into this RECKLESS NONSENSE. Teachers teach the Georgia Standards of Excellence and develop competencies that include critical thinking, creativity, communication, collaboration, and personal responsibility. We DO NOT teach critical race theory! District leadership will evaluate resources used to foster personal responsibility to ensure they are congruent to the values and norms of our community. Our goal is to provide an educational environment where every student feels valued, and no student is marginalized. You can learn more at https://pike.k12.ga.us/extended-portrait-of-a-graduate/",https://pike.k12.ga.us/extended-portrait-of-a-graduate/,,,Extended Portrait of a Graduate - Pike County Schools,This page provides additional information related to each of the core competencies covered in Pike's Portrait of a Graduate curriculum.,,,,1.56
Tonganoxie USD 464,Tongie464,3.33573E+14,PUBLIC_SCHOOL,US,"Tonganoxie USD 464 is an outstanding school system in northeastern Kansas. Please feel free to visit our website, www.tong464.org. ",11/9/12 18:48,2857,3094,2021-10-28 09:56:04 EDT,10/28/21,9:56:04,Photo,34,18,5,11,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/333573036741330/posts/4306387866126474,"A statement from the USD 464 Superintendent: Parents and Patrons of USD 464, there are many 2022 legislative issues being discussed and school districts across Kansas are receiving questions about “critical race theory” being taught in Kansas public schools. I can assure you that critical race theory is not taught in Kansas public schools or in Tonganoxie Schools. The Kansas State Board of Education sets the standards of the knowledge and skills that high school graduates should possess. Local school districts then develop their curriculum that identifies the specific ways to achieve those goals. For further information on KSDE Curriculum, I would refer you to the Social Studies Standards on the KSDE website at www.ksde.org.:=:https://www.ksde.org/ In addition, the attached document explains Critical Race Theory and the Kansas Standards and curriculum process in detail. Please feel free to contact me at the USD 464 District Office by calling 913-416-1400 if you have any additional questions. Thank you, Loren Feldkamp Superintendent",https://www.facebook.com/Tongie464/photos/a.374976305934336/4306386836126577/?type=3,,,Photos from Tonganoxie USD 464's post,,,,,1.13
Parma City School District,parmaschools,1.47645E+14,SCHOOL,US,"The official home of the Parma City School District in Parma, Ohio.",9/3/10 15:53,11123,12158,2021-10-27 10:10:44 EDT,10/27/21,10:10:44,Photo,563,99,394,43,19,1,3,2,2,0,,-,0,0,0,N/A,https://www.facebook.com/147644668603762/posts/4787297001305149,"Clarification of Board Members' Position on Critical Race Theory A recent news article seemingly indicated that four of our current Board of Education members, Cyndee Bratz, Amanda Karpus, John Schweitzer, and Steve Vaughn, support the teaching of Critical Race Theory (CRT) in our schools. This notion is not at all accurate. We have clearly and succinctly addressed CRT on multiple occasions at our Board meetings: we do not teach, nor do we have any plans to teach CRT in our schools. Our curricula are publicly adopted documents that are accessible through a public records request. Further, our course registration guide is available at https://www.parmacityschools.org/Page/1330.:=:https://www.parmacityschools.org/errors/404.aspx?aspxerrorpath=/Page/1330. None of these contain any reference to CRT. It simply is not, nor will be, present in the Parma City School District. Charlie",https://www.facebook.com/parmaschools/photos/a.164668350234727/4787295871305262/?type=3,,IMPORTANT STATEMENT PCSD Parma City School District,,,,,,9.23
KCRG-TV9,kcrgtv9,57827502171,TV_CHANNEL,US,"Official page of Your Trusted Local News and Weather Source, KCRG-TV9",2/25/09 23:25,195499,223605,2021-10-25 11:24:00 EDT,10/25/21,11:24:00,Link,66,34,8,1,6,3,0,1,13,0,,-,0,0,0,N/A,https://www.facebook.com/57827502171/posts/10157988257862172,"Interest in school board seats has surged, with conservative groups encouraging challenges by right-learning newcomers amid debates over COVID-19 mask mandates, gender-neutral bathrooms and teachings on race.",https://www.kcrg.com/2021/10/25/opponents-critical-race-theory-seek-flip-school-boards/,,,Opponents of critical race theory seek to flip school boards,"Where opponents see efforts to stop liberal indoctrination, incumbents and school administrators fear takeovers could result in school board members becoming thorns in the side of professional educators.",,,,-2.17
KCRG-TV9,kcrgtv9,57827502171,TV_CHANNEL,US,"Official page of Your Trusted Local News and Weather Source, KCRG-TV9",2/25/09 23:25,195499,223605,2021-10-25 07:05:00 EDT,10/25/21,7:05:00,Link,10,9,0,0,0,1,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/57827502171/posts/10157987960102172,"School board elections are being watched closely across the country as hot topics such as COVID-19, Critical Race Theory, and standardized testing is at the forefront of voters’ minds.",https://www.kcrg.com/2021/10/24/center-point-urbana-school-board-candidates-speak-forum-sunday/,,,Center Point Urbana school board candidates speak at forum Sunday,School board elections are being closely watched for the November 2nd election.,,,,-14.3
"Westfield, MA Public Schools",WestfieldMAPublicSchools,5.46866E+14,PUBLIC_SCHOOL,US,"Using Facebook as a tool to communicate with our families, friends, and supporters.",3/18/13 17:36,3961,4255,2021-10-14 13:42:17 EDT,10/14/21,13:42:17,Photo,102,45,13,17,25,0,0,0,0,2,,-,0,0,0,N/A,https://www.facebook.com/546866082025395/posts/4707383669306928,"It’s hard to believe that it’s already eight weeks into the school year. While we hoped that this year would allow for a return to normal, that has unfortunately not been the case. The pandemic continues to challenge school districts with positive cases, contract tracing, and quarantine protocols. Schools around the country are also coping with a sharp increase in mental health concerns as well as teacher and staffing shortages. As the school year progresses, it has become clear that many students are struggling nationwide. The crisis in mental health has been growing for years, but the pandemic has accelerated it. Students are facing a number of challenges that are affecting their mental health, including feelings of isolation and anxiety, substance and alcohol use, and the unexpected deaths of loved ones from COVID-19. In response to this, our district has not only expanded our partnership with River Valley Counseling Center, but we have also added eight School Adjustment Counselor positions across our schools to help meet the needs of our students. We know that if our students are not in a healthy mental state, that they cannot adequately access our curriculum, which directly affects student achievement. The COVID pandemic has triggered a spike in teacher retirements and resignations. In addition to teacher vacancies, schools around the country are facing food supply shortages, and struggle to find enough bus drivers, paraprofessionals, custodians and cafeteria workers. Many districts also face shortages of substitute teachers, who are needed now more than ever to cover for teachers who are out sick or quarantined. Some schools have closed when too many positions could not be filled, while others grapple with higher than normal unfilled positions, leaving remaining staff overworked. The lack of qualified teachers in the US has worsened during the pandemic. Difficulties filling teacher openings continue to affect schools across the country. In South Dakota, one district started the school year with 120 teacher vacancies. In Texas, districts in Houston, Waco and other neighborhoods reported teacher vacancies in the hundreds as the school year began. Florida is short over 5000 teachers across the state. Our district still has over a dozen critical positions to fill and it’s already the middle of October. The teacher shortage didn't start with COVID-19. Educators have been leaving the profession for years for a variety of reasons, and the pandemic only exacerbated the situation. According to a June survey of 2,690 members of the National Education Association, 32% said the pandemic was likely to make them leave the profession earlier than expected. Over the last 18 months, teacher workloads have increased considerably along with stress levels. In May, a survey by the CDC Foundation reported that 27% of teachers reported depression and 37% reported anxiety. Further complicating the staff shortages is the fact that fewer students are majoring in education at college and universities. With election season upon us, it is my hope that candidates running for public office realize the actual issues facing our school system. As a community, we need to collaborate to solve the ongoing mental health crisis and lack of qualified school staffing. Schools nationwide have had to shut down classrooms because there just aren’t enough teachers. While this has not happened in Westfield yet, that day may come. Critics focusing on standardized test scores and outdated accountability data during a global pandemic is not helpful. Debating about masks or the myth that Critical Race Theory is being taught in our schools is equally nonproductive. If we truly hope to work together to create an environment where children can learn and thrive and be surrounded by positive role models and examples in their community, we need to acknowledge that our world is hurting, traumatized, and in need of healing. We also need to celebrate the good work that our educators, administrators, support staff and families do every day caring for our children.",https://www.facebook.com/WestfieldMAPublicSchools/photos/a.577807808931222/4707381605973801/?type=3,,,,,,,,3.78
Muncie Community Schools,MCS1Official,2.65399E+14,PUBLIC_SCHOOL,US,This is the Official Facebook page of MCS.,8/4/14 14:15,6050,6574,2021-10-14 08:46:27 EDT,10/14/21,8:46:27,Link,13,11,0,1,1,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/265398816983536/posts/1759789410877795,"We know it's Fall Break, but hope you saw this story from The Star Press regarding a couple of K-12 education topics people are very interested in these days. This should answer many questions you might have about SEL and CRT and how MCS approaches both.",https://www.thestarpress.com/story/news/education/2021/10/12/muncie-school-board-president-addresses-crt-sel-misinformation/6101114001/,,,"Muncie School Board president addresses critical race theory, social emotional learning","Both social emotional learning and critical race theory have become hot-button issues, nationally and in local schools districts as well.",,,,-2.62
Burlington School District,BurlingtonVTSchools,1.00064E+14,PUBLIC_SCHOOL,US,"Burlington School District is a pre-k-12 public school system of about 4,000 students in Burlington,",8/30/09 1:57,2041,2304,2021-10-13 08:46:45 EDT,10/13/21,8:46:45,Live Video Scheduled,4,2,0,0,2,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/143649550232/posts/577234410229082,,https://www.facebook.com/events/577234410229082/,,,Let’s Talk about Anti-Racism,How are students and teachers learning about race and racism in BSD? What does examining systemic racism look like in K-12 schooling? What is Critical Race Theory and why is there so much controversy surrounding it? Facilitated by Dr. Eliaquin Gonell and the Office of Equity.,,,,-0.75
Muncie Community Schools,MCS1Official,2.65399E+14,PUBLIC_SCHOOL,US,This is the Official Facebook page of MCS.,8/4/14 14:15,6050,6570,2021-10-01 15:53:27 EDT,10/1/21,15:53:27,YouTube,32,13,3,8,8,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/265398816983536/posts/1750481115141958,"If you've been paying attention to the news, you've likely seen parents from around the state and the country asking school boards to address a variety of issues affecting public education. Two of those issues - Social and Emotional Learning and Critical Race Theory - were addressed directly and at length by Board President Jim Williams during our last meeting. If you would like some detailed insights on our approach to these issues, please take the time to view President Williams' comments here: https://youtu.be/fW3v_xepjo0.:=:https://www.youtube.com/watch?v=fW3v_xepjo0.&feature=youtu.be",https://youtu.be/fW3v_xepjo0,https://www.youtube.com/watch?v=fW3v_xepjo0&feature=youtu.be,,MCS School Board President Jim Williams addresses SEL & CRT at 9/28/21 Board Meeting,"During this meeting, School Board President Jim Williams begins a presentation on Social and Emotional Learning (SEL) and Critical Race Theory (CRT) and how ...",,,,1.52
Ankeny Community School District,ankenyschools,1.64367E+15,SCHOOL,US,"Welcome to the Ankeny Community School District! For the 2020-2021 school year, we will educate more than 12,000 students.

Ankeny Schools Social Media Guidelines: https://bit.ly/35vJzmM",10/29/15 17:17,8383,9074,2021-09-29 12:44:10 EDT,9/29/21,12:44:10,Link,11,10,0,0,1,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/1643670092589190/posts/3056147138008138,Be sure to join us tonight! Questions are being collected beforehand here: http://ow.ly/M3c950GiFPa:=:https://docs.google.com/forms/d/1GVk6E-hiPXXruQ2KamuG8_iCgQMR-9L-if5CPSaRyH8/viewform?ts=61422720&edit_requested=true Can't be there in person? Tune in at youtube.com/AnkenySchools:=:https://www.youtube.com/c/AnkenySchoolsACSD for the live broadcast.,https://www.facebook.com/events/467182961017786/,,,Seeking Truth in Our Classrooms: A Forum to Leverage Student Voice,"The Ankeny Community School District will host a forum to amplify student voice and explore diversity within the schools. Seeking Truth in our Classrooms: A Forum to Leverage Student Voice to Transform Education in Ankeny Schools will be held on Wednesday, September 29 from 6:00-8:30pm at Southview Middle School.

“We want to create a brave space to address some of the misinformation about what is being taught in our school district while at the same time centering student voice. We want to make sure every student has equal opportunities to succeed in school and has access to accurate, comprehensive, and relevant curriculum,” says Ken Morris, Jr., Director of Equity for the district. The forum will provide research based information of what critical race theory is and isn’t, share what is taught in our school curriculum and the impact it has on our students lived experience.

In addition to Mr. Morris, presenters will include Dr. Jeanne Dyches, Assistant Professor of Secondary Literacy at Iowa State University, Carol Eddy, Director of Curriculum and Innovation at Ankeny School District and Dr. Erick Pruitt, Superintendent of Schools for Ankeny. Attendees will also hear from a student panel facilitated by Kelcy Lofgren, Academic Interventionist for the Ankeny School District. 

For more information, please visit ankenyschools.org.

Individuals with disabilities are encouraged to attend all Ankeny Community School District sponsored events. If you are a person with a disability who requires a reasonable accommodation in order to participate in this program, please contact Ken Morris, Jr. at 515-965-9600 or kenneth.morris@ankenyschools.org.
",,,,-5.45
Clark-Pleasant Community School Corporation,YOUR.CPCSC,2.51371E+14,SCHOOL,US,"Clark-Pleasant Community School Corporation (CPCSC) is a K-12 school district located in Johnson County, Indiana.

Visit http://cpcsc.k12.in.us for news.",6/12/14 11:23,3197,3341,2021-09-27 15:58:16 EDT,9/27/21,15:58:16,Link,25,9,1,9,6,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/251371488389157/posts/1709843122541979,"Andy Bell-Baltaci, reporter for the Johnson County Journal, posted this story on social emotional learning in Monday's Johnson County Journal. In it he interviews diversity, equity and inclusion coordinator Ruby Butler, and behavioral health director Connie Poston. http://www.dailyjournal.net/2021/09/27/heres_what_social_emotional_learning_is_and_why_schools_have_practiced_it_for_years/:=:https://dailyjournal.net/2021/09/27/heres_what_social_emotional_learning_is_and_why_schools_have_practiced_it_for_years/",http://www.dailyjournal.net/2021/09/27/heres_what_social_emotional_learning_is_and_why_schools_have_practiced_it_for_years/,https://dailyjournal.net/2021/09/27/heres_what_social_emotional_learning_is_and_why_schools_have_practiced_it_for_years/,,Here’s what social emotional learning is and why schools have practiced it for years,"In recent months, social emotional learning, and potential ties to Critical Race Theory, have been brought up several times during public comment at districts throughout the county and country. Some parents who spoke at local school board meetings were concerned schools would teach Critical Race The...",,,,-1.04
Ankeny Community School District,ankenyschools,1.64367E+15,SCHOOL,US,"Welcome to the Ankeny Community School District! For the 2020-2021 school year, we will educate more than 12,000 students.

Ankeny Schools Social Media Guidelines: https://bit.ly/35vJzmM",10/29/15 17:17,8383,9074,2021-09-27 15:10:17 EDT,9/27/21,15:10:17,Live Video Scheduled,11,7,4,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/1643670092589190/posts/467182961017786,,https://www.facebook.com/events/467182961017786/,,,Seeking Truth in Our Classrooms: A Forum to Leverage Student Voice,"The Ankeny Community School District will host a forum to amplify student voice and explore diversity within the schools. Seeking Truth in our Classrooms: A Forum to Leverage Student Voice to Transform Education in Ankeny Schools will be held on Wednesday, September 29 from 6:00-8:30pm at Southview Middle School.

“We want to create a brave space to address some of the misinformation about what is being taught in our school district while at the same time centering student voice. We want to make sure every student has equal opportunities to succeed in school and has access to accurate, comprehensive, and relevant curriculum,” says Ken Morris, Jr., Director of Equity for the district. The forum will provide research based information of what critical race theory is and isn’t, share what is taught in our school curriculum and the impact it has on our students lived experience.

In addition to Mr. Morris, presenters will include Dr. Jeanne Dyches, Assistant Professor of Secondary Literacy at Iowa State University, Carol Eddy, Director of Curriculum and Innovation at Ankeny School District and Dr. Erick Pruitt, Superintendent of Schools for Ankeny. Attendees will also hear from a student panel facilitated by Kelcy Lofgren, Academic Interventionist for the Ankeny School District. 

For more information, please visit ankenyschools.org.

Individuals with disabilities are encouraged to attend all Ankeny Community School District sponsored events. If you are a person with a disability who requires a reasonable accommodation in order to participate in this program, please contact Ken Morris, Jr. at 515-965-9600 or kenneth.morris@ankenyschools.org.
",,,,-3.82
Essex Westford School District,essexwestford,1.79946E+15,PUBLIC_SCHOOL,US,"Established in 2017, EWSD serves approximately 4,000 students (preK-12) across three communities: Essex Town, Essex Junction, and Westford. 

Growing hearts and minds, for a better today and tomorrow: every day, every way, every one.",10/28/16 17:56,2125,2343,2021-09-27 12:10:02 EDT,9/27/21,12:10:02,Photo,11,9,0,1,1,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/1799459440323837/posts/3021115828158186,#EWSD Director of Equity & Inclusion and Co-Director of Student Support Services Erin Maguire was recently featured on Vermont Edition as part of a conversation around Critical Race Theory: What It Is & What It Isn't. Listen here: https://bit.ly/3zFHsdl:=:https://www.vpr.org/show/vermont-edition/2021-09-22/critical-race-theory-what-it-is-what-it-isnt #4ward2gether,https://www.facebook.com/essexwestford/photos/a.1924140631189050/3021115828158186/?type=3,,VPR VERMONT EDITION,Timeline photos,,,,,-2.55
Waynesboro Public Schools,,1.02748E+14,PUBLIC_SCHOOL,US,"Waynesboro Public Schools proudly creates dynamic educational opportunities for the citizens of Waynesboro, Virginia.  Our school division is located in the beautiful Shenandoah Valley.",7/28/20 2:10,1216,1314,2021-09-17 08:43:38 EDT,9/17/21,8:43:38,Link,6,4,0,1,1,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/102747794870292/posts/348887733589629,,https://www.newsleader.com/story/news/2021/09/16/crt-opponent-gets-pushback-waynesboro-school-board-chairwoman/8349197002/,https://www.newsleader.com/restricted/?return=https%3A%2F%2Fwww.newsleader.com%2Fstory%2Fnews%2F2021%2F09%2F16%2Fcrt-opponent-gets-pushback-waynesboro-school-board-chairwoman%2F8349197002%2F,,Waynesboro leader questions opponent of critical race theory: 'Can you define it for me?',A citizen had a worry. A school board leader had an answer. They had a short conversation.,,,,-4.83
North Carolina Virtual Academy,NorthCarolinaVirtualAcademy,1.57812E+15,SCHOOL,US,"The North Carolina Virtual Academy is a full-time, tuition-free, online public charter school for grades K-11. Learn more at http://.ncva.k12.com",2/2/15 17:03,4668,4791,2021-09-15 13:02:39 EDT,9/15/21,13:02:39,Native Video,1,1,0,0,0,0,0,0,0,0,owned,Yes,60,60,0,0:00:59,https://www.facebook.com/1578119622427297/posts/3009260822646496,"In this episode of K12 On Learning, we welcome back Hannah Elliott from Stride Career Prep to answer questions about teachers, their training and availability, Critical Race Theory, and more! Listen now: http://ow.ly/zE5550G9ghd:=:https://app.resonaterecordings.com/hosting/k12-on-learning/63564a2b-e960-499e-bc34-5b85ebb64ccc",https://www.facebook.com/NorthCarolinaVirtualAcademy/videos/544511980135699/,,,,,,,,-0.88
Maine Virtual Academy,MEVAK12,1.50428E+15,SCHOOL,,"The Maine Virtual Academy is a full-time, tuition-free, online public school for grades 7-12. Learn more at http://meva.k12.com/",12/23/14 19:17,N/A,N/A,2021-09-15 13:02:39 EDT,9/15/21,13:02:39,Native Video,0,0,0,0,0,0,0,0,0,0,owned,Yes,19,19,0,0:00:59,https://www.facebook.com/1504281553188691/posts/3030927813857383,"In this episode of K12 On Learning, we welcome back Hannah Elliott from Stride Career Prep to answer questions about teachers, their training and availability, Critical Race Theory, and more! Listen now: http://ow.ly/zE5550G9ghd:=:https://app.resonaterecordings.com/hosting/k12-on-learning/63564a2b-e960-499e-bc34-5b85ebb64ccc",https://www.facebook.com/MEVAK12/videos/1226351047833653/,,,,,,,,-2
Highpoint Virtual Academy of Michigan,HighpointVirtual,5.99838E+14,SCHOOL,,"Highpoint Virtual Academy of Michigan (HVAM), an online public school authorized by the Mesick Consolidated Schools serves grades K-12. 
",5/16/16 14:18,835,883,2021-09-15 13:02:38 EDT,9/15/21,13:02:38,Native Video,0,0,0,0,0,0,0,0,0,0,owned,Yes,30,30,0,0:00:59,https://www.facebook.com/599838323512226/posts/1990439877785390,"In this episode of K12 On Learning, we welcome back Hannah Elliott from Stride Career Prep to answer questions about teachers, their training and availability, Critical Race Theory, and more! Listen now: http://ow.ly/zE5550G9ghd:=:https://app.resonaterecordings.com/hosting/k12-on-learning/63564a2b-e960-499e-bc34-5b85ebb64ccc",https://www.facebook.com/HighpointVirtual/videos/223695949807813/,,,,,,,,-12
