page_name,user_name,facebook_id,page_category,page_admin_top_country,page_description,page_created,likes_at_posting,followers_at_posting,post_created,post_created_date,post_created_time,type,total_interactions,likes,comments,shares,love,wow,haha,sad,angry,care,video_share_status,is_video_owner,post_views,total_views,total_views_for_all_crossposts,video_length,url,message,link,final_link,image_text,link_text,description,sponsor_id,sponsor_name,sponsor_category,overperforming_score_weighted_likes_1x_shares_1x_comments_1x_love_1x_wow_1x_haha_1x_sad_1x_angry_1x_care_1x,message_contains_crt,message_contains_critical_race_theory
South Middleton School District,Bubblers.us,554909947987311,PUBLIC_SCHOOL,US,"Welcome to the official site for SMSD administrators to post announcements, event reminders, school news, student & staff kudos, cancellations & closings.",2014-12-17T19:05:58Z,2614,2779,2021-11-08 16:34:24 EST,2021-11-08,16:34:24,Link,142,89,19,15,17,0,0,0,2,0,NA,-,0,0,0,N/A,https://www.facebook.com/554909947987311/posts/2591667840978168,"SMSD Mr. Estep Letter to the SMSD Community November 8, 2021 Dear SMSD Community, On September 13, I stepped into the role of serving as SMSD’s Superintendent of Schools. I’m very happy to be here and believe my extensive leadership experience, which stretches back nearly 28 years, will be of real assistance in tackling some of the district’s systems issues which require immediate attention. I have spent the better portion of my first seven weeks trying to fill key leadership positions which were vacated this past spring and summer. Bit by bit, a new leadership team has been onboarding over the last month and our team is now fully intact. This was the first priority to tackle upon my entry, and I’m very pleased with the quality of candidates we have managed to bring into our learning community. During my short time here, we have found some specific operational systems utilized in business, payroll and human resources in recent years have either been inadequate, lacking appropriate checks and balances, or simply not following best practices for a nearly $40 million organization. To this end, I have spent a great deal of time digging deeper into how and why these systems were either not set up and administered properly, or fixing mistakes generated by a lack of a strategic approach to operations. This is all fixable, but it requires an initial investment of time, during which our new leadership team will thoroughly review files and systems, address and correct errors, and establish clear, redundant protocols and feedback loops for payroll, business and HR operations to run smoothly moving forward. Since my arrival, I have met with various staff members, become acquainted with the people with whom I’m working and have gotten to know the board. Because we have needed to onboard so many new people, I’m also spending time either directly mentoring individuals or reaching out to experienced individuals in neighboring districts or school support organizations to assist in advising some of our new hires. At recent board meetings, I’ve referred to this as triage work and I’ve advised the board that most of my first nine to 10 months on the job will center on this. I have also been asked to recruit someone into the district whom I can mentor to replace me at the end of the 2022-2023 school year, as I prepare to retire. I know some community members are concerned about whether the district intends to revisit the diversity and equity initiative which began last school year. Concerns were raised at a recent board meeting that the district had spent some $500,000 on diversity and equity curriculum and resources. Let me be clear: that DID NOT happen. Someone must have either been confused about a budget discussion on overall K-12 curriculum and professional development and textbook purchasing, or had their own agenda and spread false information. The bottom line is that SMSD has not expended $500,000 on diversity and equity initiatives. Regarding my stance on the formal JEDI initiative that began last school year, and was apparently tabled in the spring or early summer prior to my arrival, I ask that everyone refers to the priorities I’ve discussed in the first three paragraphs of this letter. In the immediate future, my focus is on fixing fundamental operations, preparing to develop a budget for next fiscal year, helping the district find its next superintendent, and working with my new leadership team to prioritize areas in need of immediate correction and fix them. After that, we will develop and implement long-term practices to ensure those areas function properly, well into the future. These areas of priority will occupy almost all of my time and the time of my core leadership team for the remainder of this school year. Finally, regarding curriculum content: public schools are governed by Chapter 4 of the PA School Code of 1949. Over the years, there have been periodic updates to Chapter 4, which outlines what must be included in district curricular content. I have been a superintendent for nearly 18 years, and at no time during that span do I recall any update to Chapter 4 requiring public schools to teach Critical Race Theory as part of our curriculum—though for many, many years, there have been historical references in our guidelines for including discussion and analysis of domestic unrest, and racial and ethnic tension. If CRT had been mandated, every superintendent and curriculum director in the state would have received formal notification of this change—that has not happened, nor is it ever likely to happen. Unfortunately, social media, media punditry and rabid politics have enabled susceptible individuals to be duped into linking any attempt to address concepts like diversity, racial bigotry, marginalization, or inequitable treatment of sub-groups to the so-called culture wars and government indoctrination of children. Here is a link to Chapter 4 on the PA Department of Education website: (truncated)",http://www.pacodeandbulletin.gov/Display/pacode?file=%2Fsecure%2Fpacode%2Fdata%2F022%2Fchapter4%2Fchap4toc.html&d,NA,NA,022,"Information included at this site has been derived directly from the Pennsylvania Code, the Commonwealth's official publication of rules and regulations and from the Pennsylvania Bulletin, the Commonwealth's official gazette for information and rulemaking",NA,NA,NA,2.12,TRUE,TRUE
Conecuh County Schools,conecuhcountyal,1574680076145381,SCHOOL,US,"We will advance forward and move higher toward a climate that encourages continuous growth and prepares learners to reach their fullest potential to excel in college, career, and life.",2015-04-09T13:11:32Z,3553,3718,2021-11-07 23:16:18 EST,2021-11-07,23:16:18,Photo,19,12,4,1,1,1,0,0,0,0,NA,-,0,0,0,N/A,https://www.facebook.com/1574680076145381/posts/3149386792008027,"School Board Member Mrs. Jan Hayes (pictured in the center) represented District 1 at the 2020-2021 Equity Committee Meeting held in Montgomery at Alabama Association of School Boards. The purpose of the meeting was to discuss how the various school boards address equity issues and the challenges they face in order to provide equity to our students. Topics of discussion included how AASB could better get school boards involved in equity training and Critical Race Theory. Mrs. Hayes commented, ""It was a very interesting meeting and I’d love to see our board take advantage of this new training when it is available in the near future.""",https://www.facebook.com/conecuhcountyal/photos/a.1631222073824514/3149386752008031/?type=3,NA,NA,NA,NA,NA,NA,NA,-2.05,FALSE,TRUE
Ocean City Schools,oceancityschools,265858010167239,PUBLIC_SCHOOL,US,"The Official Ocean City, New Jersey School District Facebook Page",2012-03-29T19:29:17Z,1961,2092,2021-11-02 16:40:13 EDT,2021-11-02,16:40:13,Live Video Scheduled,5,3,2,0,0,0,0,0,0,0,NA,-,0,0,0,N/A,https://www.facebook.com/265858010167239/posts/412546787176438,NA,https://www.facebook.com/events/412546787176438/,NA,NA,Ocean City School District Community Forum,"On Tuesday, November 9, 2021 the Ocean City School District will be holding an open public
forum to address various aspects of our program including curriculum offerings, current
mandates and policies and procedures that impact day-to-day operations.
These are challenging times, as we deal with an ongoing pandemic, legislative updates and the
latest Executive Orders that impact our schools. Questions surrounding topics such as Critical
Race Theory, Gender Identity, and issues relating to social and sexual health have been making
the news and will be presented for discussion.
We will also discuss current initiatives surrounding school operations and student behavior
including vaping, general student conduct and attendance/tardiness.
In an effort to ensure that we have the available space and in response to requests for a more convenient time, the Open Public Forum to address various aspects of our school program will now be held at the Ocean City Free Public Library Lecture Hall at 1735 Simpson Avenue.

The start time for the forum has been changed from 6:00 p.m. to 7:00 p.m. and, because the forum is being held off of the school property, masks will be optional.

We look forward to your attendance as we seek to address important issues facing our schools. Please be reminded that if you have any specific questions you would like us to address you can share them HERE

 

If you have any questions regarding these changes, please reach out the Superintendent’s office.
.",NA,NA,NA,-0.67,NA,NA
Pike County Public Schools,PikeGASD,118662004928591,PUBLIC_SCHOOL,US,Developing Creative Problem-Solvers Ready for College and Career,2012-02-27T20:38:33Z,6230,6490,2021-10-31 14:30:48 EDT,2021-10-31,14:30:48,Link,53,36,0,4,13,0,0,0,0,0,NA,-,0,0,0,N/A,https://www.facebook.com/118662004928591/posts/4391870457607703,"It has come to the School District’s attention that someone is falsely and shamelessly accusing the school district of engaging in social emotional learning as a vehicle for critical race theory. Do not buy into this RECKLESS NONSENSE. Teachers teach the Georgia Standards of Excellence and develop competencies that include critical thinking, creativity, communication, collaboration, and personal responsibility. We DO NOT teach critical race theory! District leadership will evaluate resources used to foster personal responsibility to ensure they are congruent to the values and norms of our community. Our goal is to provide an educational environment where every student feels valued, and no student is marginalized. You can learn more at https://pike.k12.ga.us/extended-portrait-of-a-graduate/",https://pike.k12.ga.us/extended-portrait-of-a-graduate/,NA,NA,Extended Portrait of a Graduate - Pike County Schools,This page provides additional information related to each of the core competencies covered in Pike's Portrait of a Graduate curriculum.,NA,NA,NA,1.61,FALSE,TRUE
Tonganoxie USD 464,Tongie464,333573036741330,PUBLIC_SCHOOL,US,"Tonganoxie USD 464 is an outstanding school system in northeastern Kansas. Please feel free to visit our website, www.tong464.org.",2012-11-09T18:48:55Z,2857,3094,2021-10-28 09:56:04 EDT,2021-10-28,09:56:04,Photo,34,18,5,11,0,0,0,0,0,0,NA,-,0,0,0,N/A,https://www.facebook.com/333573036741330/posts/4306387866126474,"A statement from the USD 464 Superintendent: Parents and Patrons of USD 464, there are many 2022 legislative issues being discussed and school districts across Kansas are receiving questions about “critical race theory” being taught in Kansas public schools. I can assure you that critical race theory is not taught in Kansas public schools or in Tonganoxie Schools. The Kansas State Board of Education sets the standards of the knowledge and skills that high school graduates should possess. Local school districts then develop their curriculum that identifies the specific ways to achieve those goals. For further information on KSDE Curriculum, I would refer you to the Social Studies Standards on the KSDE website at www.ksde.org.:=:https://www.ksde.org/ In addition, the attached document explains Critical Race Theory and the Kansas Standards and curriculum process in detail. Please feel free to contact me at the USD 464 District Office by calling 913-416-1400 if you have any additional questions. Thank you, Loren Feldkamp Superintendent",https://www.facebook.com/Tongie464/photos/a.374976305934336/4306386836126577/?type=3,NA,NA,Photos from Tonganoxie USD 464's post,NA,NA,NA,NA,1.26,FALSE,TRUE
Parma City School District,parmaschools,147644668603762,SCHOOL,US,"The official home of the Parma City School District in Parma, Ohio.",2010-09-03T15:53:18Z,11123,12158,2021-10-27 10:10:44 EDT,2021-10-27,10:10:44,Photo,563,99,394,43,19,1,3,2,2,0,NA,-,0,0,0,N/A,https://www.facebook.com/147644668603762/posts/4787297001305149,"Clarification of Board Members' Position on Critical Race Theory A recent news article seemingly indicated that four of our current Board of Education members, Cyndee Bratz, Amanda Karpus, John Schweitzer, and Steve Vaughn, support the teaching of Critical Race Theory (CRT) in our schools. This notion is not at all accurate. We have clearly and succinctly addressed CRT on multiple occasions at our Board meetings: we do not teach, nor do we have any plans to teach CRT in our schools. Our curricula are publicly adopted documents that are accessible through a public records request. Further, our course registration guide is available at https://www.parmacityschools.org/Page/1330.:=:https://www.parmacityschools.org/errors/404.aspx?aspxerrorpath=/Page/1330. None of these contain any reference to CRT. It simply is not, nor will be, present in the Parma City School District. Charlie",https://www.facebook.com/parmaschools/photos/a.164668350234727/4787295871305262/?type=3,NA,IMPORTANT STATEMENT PCSD Parma City School District,NA,NA,NA,NA,NA,9.08,TRUE,TRUE
Santiago Sharks,NA,332422146844848,PUBLIC_SCHOOL,US,"Official page of Santiago High School Sharks! ""Like"" us to know our future events!",2012-07-20T18:55:15Z,3197,3588,2021-10-19 16:56:05 EDT,2021-10-19,16:56:05,Photo,7,5,0,1,1,0,0,0,0,0,NA,-,0,0,0,N/A,https://www.facebook.com/332422146844848/posts/4426007014152987,Please mark your calendars for our E-Waste Fundraiser 💻 📺 📑,https://www.facebook.com/332422146844848/photos/a.1028392813914441/4426004567486565/?type=3,NA,"Organized by Santiago High School TV, Computer Recycling & Paper Shredding Collection Event November 13th Saturday 9AM 3PM Santiago High School (Parking Lot) 1395 E Foothill Pkwy Corona, CA 92881 We ONLY accept the following Computers- Laptops Televisions CRT, LCD & Plasma No other items will be accepted unless it's listed above! Paper Collection for Shredding (not on-site): $5.00 bankers box (10""x12""x15) secureewastedestruction.com info@secureewastedestruction.com (626) 600-2705",NA,NA,NA,NA,NA,-6.14,FALSE,FALSE
"Westfield, MA Public Schools",WestfieldMAPublicSchools,546866082025395,PUBLIC_SCHOOL,US,"Using Facebook as a tool to communicate with our families, friends, and supporters.",2013-03-18T17:36:10Z,3961,4255,2021-10-14 13:42:17 EDT,2021-10-14,13:42:17,Photo,102,45,13,17,25,0,0,0,0,2,NA,-,0,0,0,N/A,https://www.facebook.com/546866082025395/posts/4707383669306928,"It’s hard to believe that it’s already eight weeks into the school year. While we hoped that this year would allow for a return to normal, that has unfortunately not been the case. The pandemic continues to challenge school districts with positive cases, contract tracing, and quarantine protocols. Schools around the country are also coping with a sharp increase in mental health concerns as well as teacher and staffing shortages. As the school year progresses, it has become clear that many students are struggling nationwide. The crisis in mental health has been growing for years, but the pandemic has accelerated it. Students are facing a number of challenges that are affecting their mental health, including feelings of isolation and anxiety, substance and alcohol use, and the unexpected deaths of loved ones from COVID-19. In response to this, our district has not only expanded our partnership with River Valley Counseling Center, but we have also added eight School Adjustment Counselor positions across our schools to help meet the needs of our students. We know that if our students are not in a healthy mental state, that they cannot adequately access our curriculum, which directly affects student achievement. The COVID pandemic has triggered a spike in teacher retirements and resignations. In addition to teacher vacancies, schools around the country are facing food supply shortages, and struggle to find enough bus drivers, paraprofessionals, custodians and cafeteria workers. Many districts also face shortages of substitute teachers, who are needed now more than ever to cover for teachers who are out sick or quarantined. Some schools have closed when too many positions could not be filled, while others grapple with higher than normal unfilled positions, leaving remaining staff overworked. The lack of qualified teachers in the US has worsened during the pandemic. Difficulties filling teacher openings continue to affect schools across the country. In South Dakota, one district started the school year with 120 teacher vacancies. In Texas, districts in Houston, Waco and other neighborhoods reported teacher vacancies in the hundreds as the school year began. Florida is short over 5000 teachers across the state. Our district still has over a dozen critical positions to fill and it’s already the middle of October. The teacher shortage didn't start with COVID-19. Educators have been leaving the profession for years for a variety of reasons, and the pandemic only exacerbated the situation. According to a June survey of 2,690 members of the National Education Association, 32% said the pandemic was likely to make them leave the profession earlier than expected. Over the last 18 months, teacher workloads have increased considerably along with stress levels. In May, a survey by the CDC Foundation reported that 27% of teachers reported depression and 37% reported anxiety. Further complicating the staff shortages is the fact that fewer students are majoring in education at college and universities. With election season upon us, it is my hope that candidates running for public office realize the actual issues facing our school system. As a community, we need to collaborate to solve the ongoing mental health crisis and lack of qualified school staffing. Schools nationwide have had to shut down classrooms because there just aren’t enough teachers. While this has not happened in Westfield yet, that day may come. Critics focusing on standardized test scores and outdated accountability data during a global pandemic is not helpful. Debating about masks or the myth that Critical Race Theory is being taught in our schools is equally nonproductive. If we truly hope to work together to create an environment where children can learn and thrive and be surrounded by positive role models and examples in their community, we need to acknowledge that our world is hurting, traumatized, and in need of healing. We also need to celebrate the good work that our educators, administrators, support staff and families do every day caring for our children.",https://www.facebook.com/WestfieldMAPublicSchools/photos/a.577807808931222/4707381605973801/?type=3,NA,NA,NA,NA,NA,NA,NA,3.78,FALSE,TRUE
Muncie Community Schools,MCS1Official,265398816983536,PUBLIC_SCHOOL,US,This is the Official Facebook page of MCS.,2014-08-04T14:15:14Z,6050,6574,2021-10-14 08:46:27 EDT,2021-10-14,08:46:27,Link,13,11,0,1,1,0,0,0,0,0,NA,-,0,0,0,N/A,https://www.facebook.com/265398816983536/posts/1759789410877795,"We know it's Fall Break, but hope you saw this story from The Star Press regarding a couple of K-12 education topics people are very interested in these days. This should answer many questions you might have about SEL and CRT and how MCS approaches both.",https://www.thestarpress.com/story/news/education/2021/10/12/muncie-school-board-president-addresses-crt-sel-misinformation/6101114001/,NA,NA,"Muncie School Board president addresses critical race theory, social emotional learning","Both social emotional learning and critical race theory have become hot-button issues, nationally and in local schools districts as well.",NA,NA,NA,-2.38,TRUE,FALSE
Creede School District,MinersStrongCO,101437997893558,PUBLIC_SCHOOL,US,"Providing a safe, inclusive & nurturing environment for students to reach their unique potential in & beyond the classroom. We encourage & inspire students to achieve academic excellence, build character, & discover a life-long love of learning.",2019-08-17T21:12:32Z,622,706,2021-10-11 13:59:04 EDT,2021-10-11,13:59:04,Photo,1,1,0,0,0,0,0,0,0,0,NA,-,0,0,0,N/A,https://www.facebook.com/101437997893558/posts/609329427104410,NA,https://www.facebook.com/educationcrt/photos/a.500416167013269/1778346585886881/?type=3,NA,"Character Creation Friday October 15th 1:30- 1:30-4:00 PM Taught by Morgan Manfredi, Managing Director at CRT Students will learn how to create a character from scratch! Physical, vocal, and creative choices will guide students to the creation of Morgan Manfredi their own unique character! To register ""Character Creation Friday Day Camp, contact Brittni Shambaugh Addison at brittni@creederep.com. PAY WHAT YOU CAN! ALL AGES WELCOME!",Education at Creede Rep,"Join us on Friday October 15th for ""Character Creation"" from 1:30-4:00 PM!
This camp is taught by Morgan Manfredi, Managing Director at CRT!

Students will learn how to create a character from scratch! Physical, vocal, and creative choices will guide students to the creation of their own unique character!

To register for Friday Day Camps, contact Brittni Shambaugh Addison at brittni@creederep.com or (719)658-2540 (opt.2, ext. 2)
All Friday Day Camps are Pay What You Can! All Ages Welcome!",NA,NA,NA,-24,NA,NA
Langtree Charter Academy,LangtreeCharter,526875264010279,ELEMENTARY_SCHOOL,US,"Langtree Charter Academy is a tuition-free public charter school located in Mooresville, NC and proudly serving grades K-12",2013-02-01T23:05:31Z,1936,2084,2021-10-11 08:44:59 EDT,2021-10-11,08:44:59,Photo,1,1,0,0,0,0,0,0,0,0,NA,-,0,0,0,N/A,https://www.facebook.com/526875264010279/posts/4862109803820115,"Parent's, don't forget to join Administration and out CRT'S for tonights Coffee Chat!",https://www.facebook.com/LangtreeCharter/photos/a.1686222361408891/4862109520486810/?type=3,NA,Coffee Chat with Administration and CRT'S Monday Oct 11th 5:30 PM We will be discussing Schoology and how we can ALL support our students for their success. Zoom link was shared in weekly Parent Newsletter,NA,NA,NA,NA,NA,-20,TRUE,FALSE
Chilhowee R-IV School District,chilhoweeschool,345438762255517,SCHOOL,US,"Mission: Committed to high expectations and learning opportunities for developing responsible, productive citizens.",2013-07-26T19:19:40Z,654,726,2021-10-07 16:46:08 EDT,2021-10-07,16:46:08,Photo,2,0,0,1,1,0,0,0,0,0,NA,-,0,0,0,N/A,https://www.facebook.com/345438762255517/posts/2438296179636421,GVVC Tournament Bracket and Information for October 16th at Nevada! See link for Tournament address and specifics. https://docs.google.com/document/d/1s3wbrhcIPKbhC-oUGr2lgN91tS6HAcol/edit?usp=sharing&ouid=114948459479292265057&rtpof=true&sd=true,https://www.facebook.com/chilhoweeschool/photos/a.360163260783067/2438296179636421/?type=3,NA,"Tournament Seeds Chilhowee 2021-22 Golden Valley Vernon County Conference Volleyball Tournament October 16, 2021 Ballard 6.Shedon 7.8 BYE Round Court = Main Gym Round 2/3 sets Round3 3/5 sets BYE 1)NEVC Round 2/3 sets Court Small lm )BYE Round 3/5 11:00am Court 5th HUME 10:00am/Crt2 Consolation Game 1:00pm BALLARD Court 3) CHILHOWEE 9:00am/Crt Championship Game 4:00pm 1ST 11:00am Court 6) SHELDON Court 12:00pm Court Tournament sponsored GVVC conference and Parks Recreation Department. host school: NEVC 2021-2 MIAMI 10:00am/Crt City Nevada BRONAUGH Place Game 3rd 2:30pm Court1",Timeline photos,NA,NA,NA,NA,-14,FALSE,FALSE
Crestdale Middle School,CrestdaleWildcats,201186220416963,PUBLIC_SCHOOL,US,"Crestdale Middle school is a public 6-8 middle school in the CMS school district, located in the Matthews area.",2017-07-27T18:37:46Z,863,946,2021-10-07 12:00:43 EDT,2021-10-07,12:00:43,Photo,3,3,0,0,0,0,0,0,0,0,NA,-,0,0,0,N/A,https://www.facebook.com/201186220416963/posts/1136372463564996,"Let's go, Wildcats!",https://www.facebook.com/CrestdaleWildcats/photos/a.221783881690530/1136372436898332/?type=3,NA,CRESTDALE MIDDLE CRT SCHOOL SOFTBALL MROBINSON 10/08 @ 5PM UPCOMING SPORTING EVENT,NA,NA,NA,NA,NA,-6.67,FALSE,FALSE
Francis Howell School District,francishowellschools,708726049256854,PUBLIC_SCHOOL,US,Francis Howell School District encompasses over 150 square miles in the southeast corner of St. Charles County and is one of the largest districts in Mo.,2015-06-08T13:33:45Z,17748,18556,2021-10-07 08:00:06 EDT,2021-10-07,08:00:06,Link,19,19,0,0,0,0,0,0,0,0,NA,-,0,0,0,N/A,https://www.facebook.com/708726049256854/posts/4215468428582581,"Need to clear out your junk? Don't miss our Appliance & Electronics Recycling Event from 9 a.m.-1 p.m. on this Saturday, Oct. 9. Learn more: https://bit.ly/2YjBnX4:=:https://www.facebook.com/events/252688153399107",https://www.facebook.com/events/252688153399107/,NA,NA,Appliance & Electronics Recycling Event,"Francis Howell School District in partnership with Nilo-Tech E-Cycling presents the annual Appliance & Electronics Recycling Event. 

Acceptable items (working or not)*: 
air conditioners, answering machines, cameras, cell phones, computer monitors, copiers, dehumidifiers, dishwashers, dryers, DVDs, fans, fax machines, furnaces, gaming systems, hairdryers, hard drives, humidifiers, keyboards, kitchen appliances, laptops, lawn equipment, microwaves, printers, power tools, radios, refrigerators, remotes, satellite receivers, scanners, speakers, stereos, TVs, vacuum cleaners, VCRs, water heaters, washers. 


*Additional information:
- $5 disposal fee for CRT monitors
- hard drives are wiped or destroyed, $5 fee is charged if a certificate of  destruction is required 
- lawn and garden equipment must have oil and gas emptied
- TV disposal fees: $30 for TVs up to 26"", $50 for TVs over 27"", and $50 for any size rear-projection or console TVs",NA,NA,NA,-6.68,FALSE,FALSE
Oakland-Craig Public Schools,OaklandCraigKnights,426103924195669,HIGH_SCHOOL,US,Oakland-Craig Public School is located in northeast Nebraska and has approximately 450 students PK-12.,2014-08-21T18:58:18Z,830,888,2021-10-02 07:50:35 EDT,2021-10-02,07:50:35,Photo,3,3,0,0,0,0,0,0,0,0,NA,-,0,0,0,N/A,https://www.facebook.com/426103924195669/posts/2091891757616869,OC VB is headed to CLARKSON today for the C/L Invite…good luck Knights! OC is the top seed in a very competitive bracket.,https://www.facebook.com/OaklandCraigKnights/photos/a.479341545538573/2091891757616869/?type=3,NA,Oakland-Craig (46.0) Loser Game Game 9:00 Winner Game West IL Game OLD GYM Games won Pender (40.93) Winner Game Loser Clarkson-Leigh Game Game 5th Place Game 10 GYM West 9:00 Game West NEW GYM East crt. H/LHF(44.2) H/LHF Loser Same Game Game 10:00 West CrL. GYM Game 12 East/West Gym Champion Aquinas Winner Loser of same Game Wynot(45.0) Wynot Game 10:00 Game EastCr NEW GYM -astc Cross County (43.2) Winner Game Loser Game Admission 7th Place Game 9 Adults $5.00 Students $4.00 OLD GYM Loser Game Game East Crt. 3rd Place Loser game,Timeline Photos,NA,NA,NA,NA,-6.33,FALSE,FALSE
